path,subject,exercise,quality,view,split
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_008_squat_good_front.mp4,008,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_009_squat_good_front.mp4,009,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_010_squat_good_front.mp4,010,squat,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_011_squat_good_front.mp4,011,squat,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_012_squat_good_front.mp4,012,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_013_squat_good_front.mp4,013,squat,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_014_squat_good_front.mp4,014,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_015_squat_good_front.mp4,015,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_016_squat_good_front.mp4,016,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_017_squat_good_front.mp4,017,squat,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_018_squat_good_front.mp4,018,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_019_squat_good_front.mp4,019,squat,good,front,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_020_squat_good_front.mp4,020,squat,good,front,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_021_squat_good_front.mp4,021,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_022_squat_good_front.mp4,022,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_023_squat_good_front.mp4,023,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_024_squat_good_front.mp4,024,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\front\subject_026_squat_good_front.mp4,026,squat,good,front,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_001_squat_good_side.mp4,001,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_002_squat_good_side.mp4,002,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_003_squat_good_side.mp4,003,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_004_squat_good_side.mp4,004,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_005_squat_good_side.mp4,005,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_006_squat_good_side.mp4,006,squat,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_007_squat_good_side.mp4,007,squat,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_008_squat_good_side.mp4,008,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_009_squat_good_side.mp4,009,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_010_squat_good_side.mp4,010,squat,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_011_squat_good_side.mp4,011,squat,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_012_squat_good_side.mp4,012,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_013_squat_good_side.mp4,013,squat,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_014_squat_good_side.mp4,014,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_015_squat_good_side.mp4,015,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_016_squat_good_side.mp4,016,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_017_squat_good_side.mp4,017,squat,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_018_squat_good_side.mp4,018,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_019_squat_good_side.mp4,019,squat,good,side,val
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_020_squat_good_side.mp4,020,squat,good,side,test
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_021_squat_good_side.mp4,021,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_022_squat_good_side.mp4,022,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_023_squat_good_side.mp4,023,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_024_squat_good_side.mp4,024,squat,good,side,train
C:\GymProject\data\Dataset Exercise Quality-wise\squat\good\side\subject_026_squat_good_side.mp4,026,squat,good,side,train
