image,video,subject,exercise,split,frame
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_013_push_up_good_diagonal_frame_000373.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_013_push_up_good_diagonal.mp4,013,push_up,test,373
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_013_push_up_good_diagonal_frame_000406.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_013_push_up_good_diagonal.mp4,013,push_up,test,406
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000033.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,33
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000057.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,57
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000082.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,82
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000106.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,106
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000131.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,131
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000156.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,156
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000180.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,180
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000205.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,205
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000230.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,230
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000254.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,254
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000279.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,279
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_014_push_up_good_diagonal_frame_000304.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_014_push_up_good_diagonal.mp4,014,push_up,train,304
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000048.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,48
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000082.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,82
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000117.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,117
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000152.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,152
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000187.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,187
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000222.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,222
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000257.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,257
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000292.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,292
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000327.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,327
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000362.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,362
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000397.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,397
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_015_push_up_good_diagonal_frame_000432.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_015_push_up_good_diagonal.mp4,015,push_up,train,432
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000026.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,26
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000044.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,44
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000063.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,63
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000082.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,82
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000101.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,101
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000120.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,120
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000139.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,139
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000158.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,158
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000177.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,177
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000196.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,196
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000215.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,215
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_016_push_up_good_diagonal_frame_000234.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_016_push_up_good_diagonal.mp4,016,push_up,train,234
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000019.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,19
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000033.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,33
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000047.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,47
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000062.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,62
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000076.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,76
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000090.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,90
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000105.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,105
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000119.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,119
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000133.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,133
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000148.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,148
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000162.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,162
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_017_push_up_good_diagonal_frame_000177.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_017_push_up_good_diagonal.mp4,017,push_up,test,177
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000022.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,22
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000038.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,38
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000055.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,55
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000072.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,72
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000088.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,88
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000105.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,105
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000122.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,122
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000139.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,139
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000155.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,155
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000172.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,172
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000189.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,189
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_018_push_up_good_diagonal_frame_000206.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_018_push_up_good_diagonal.mp4,018,push_up,train,206
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000010.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,10
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000017.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,17
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000025.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,25
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000032.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,32
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000040.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,40
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000048.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,48
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000055.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,55
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000063.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,63
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000071.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,71
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000078.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,78
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000086.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,86
C:\GymProject\prepared\exercise_type_v1\val\push_up\subject_019_push_up_good_diagonal_frame_000094.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_019_push_up_good_diagonal.mp4,019,push_up,val,94
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000023.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,23
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000039.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,39
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000056.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,56
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000073.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,73
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000089.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,89
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000106.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,106
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000123.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,123
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000140.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,140
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000156.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,156
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000173.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,173
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000190.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,190
C:\GymProject\prepared\exercise_type_v1\test\push_up\subject_020_push_up_good_diagonal_frame_000207.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_020_push_up_good_diagonal.mp4,020,push_up,test,207
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000021.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,21
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000036.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,36
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000051.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,51
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000066.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,66
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000082.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,82
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000097.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,97
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000112.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,112
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000127.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,127
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000143.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,143
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000158.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,158
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000173.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,173
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_021_push_up_good_diagonal_frame_000189.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_021_push_up_good_diagonal.mp4,021,push_up,train,189
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000026.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,26
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000045.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,45
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000064.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,64
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000083.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,83
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000103.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,103
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000122.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,122
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000141.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,141
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000160.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,160
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000180.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,180
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000199.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,199
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000218.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,218
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_022_push_up_good_diagonal_frame_000238.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_022_push_up_good_diagonal.mp4,022,push_up,train,238
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000029.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,29
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000050.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,50
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000071.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,71
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000092.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,92
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000113.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,113
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000134.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,134
C:\GymProject\prepared\exercise_type_v1\train\push_up\subject_023_push_up_good_diagonal_frame_000155.jpg,C:\GymProject\data\Dataset Exercise Quality-wise\push_up\good\diagonal\subject_023_push_up_good_diagonal.mp4,023,push_up,train,155
